Tax.Liens,Number.of.Open.Accounts,Years.of.Credit.History,Maximum.Open.Credit,Bankruptcies,Current.Loan.Amount,Current.Credit.Balance,Monthly.Debt,Credit.Default,Annual_Income,Months.since.last.delinquent,Home.Ownership_woe,Purpose_woe,Term_woe,Years.in.current.job_woe
0,4,27,45914,0,43714,25213,7536,0,766384,38,0.180264064,-0.019463863,-0.235664764,0.013849095
0,13,12,633292,0,481140,409108,24274,0,930620,29,0.180264064,-0.019463863,0.583192905,0.013849095
0,7,20.5,96976,1,180356,58805,12986,1,1129227,7,0.180264064,-0.019463863,-0.235664764,0.126700744
0,15,24.7,482878,0,312158,154299,18165,0,1430274.426,20,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,17,16.6,6639358,0,516934,1221339,73412,1,2814508,48,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,10,20.2,449526,0,160182,230603,15245,0,1325687,51,0.180264064,-0.019463863,-0.235664764,-0.68396445
0,9,15.8,607002,0,432542,302480,14622,1,1132020,41,-0.193546938,-0.019463863,0.583192905,-0.1128066
0,9,19.9,484814,0,172282,169993,12090,0,1181769.019,40,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,2,20,153714,0,99999999,6232,484,0,1263405,30,-0.193546938,-0.019463863,0.583192905,0.013849095
0,5,12.8,125092,0,145200,78109,7871,0,463030,14,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,8,15.9,353452,1,234344,193230,17338,0,1143116,33,0.180264064,-0.019463863,-0.235664764,0.126700744
0,5,21.5,266464,1,215116,105868,5929,1,836019,30,0.180264064,-0.019463863,-0.235664764,0.126700744
0,10,14.8,53812,0,85690,19760,11584,1,1451087,39,0.180264064,0.248929095,-0.235664764,0.013849095
0,9,14.5,517176,0,192038,334533,17668,0,942305,22,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,8,13.5,203456,0,301070,88198,18396,0,771856,32,-0.193546938,-0.019463863,0.583192905,0.013849095
0,19,16.2,907720,0,387992,514273,18393,0,1457112.133,40,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,10,13,268686,0,109120,92815,8647,0,621319,41,0.180264064,-0.019463863,-0.235664764,0.013849095
0,15,49.1,710050,0,562430,193173,26813,0,2331528,16,-0.193546938,-0.212403717,-0.235664764,0.013849095
0,13,23.7,904464,0,99999999,35929,15442,0,2431772,34,0.092368046,-0.019463863,-0.235664764,0.013849095
0,11,20.4,458898,0,289586,249679,14093,0,1889550,35,-0.193546938,-0.019463863,0.583192905,0.126700744
0,14,29.8,1199088,0,326084,517788,11060,0,1614563,42,0.180264064,-0.019463863,0.583192905,0.126700744
0,4,17.8,329582,0,96690,179037,4599,1,280136,51,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,31.2,336424,0,267256,217037,14473,0,827051,66,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,9,23.2,571538,0,344256,278388,18328,1,1905890,41,0.180264064,-0.019463863,0.583192905,0.126700744
0,6,7.1,312686,0,99999999,152304,13632,0,1447667,30,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,28,22.1,3015760,0,99999999,768322,43593,0,2135182,12,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,5,15.1,706816,0,104346,568328,8488,1,657153,15,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,12,8,180290,0,110000,142006,11795,1,949905,33,0.180264064,0.248929095,-0.235664764,0.013849095
0,8,26.1,679734,0,99999999,301739,7776,0,1279973,6,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,10,17.8,429022,1,108284,156370,23359,0,907117,44,0.092368046,-0.212403717,-0.235664764,-0.1128066
0,13,16.9,403612,1,347028,127224,8837,0,1685889,34,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,14,36.2,1464584,0,215094,1052372,42795,0,1764758,37,-0.193546938,0.248929095,-0.235664764,0.126700744
0,8,10.2,877206,0,336974,518187,20371,1,1587374,42,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,22,40.4,2602402,0,217932,1339519,34479,0,1244199.251,41,-0.193546938,0.248929095,-0.235664764,0.126700744
0,10,7,659384,0,506528,400349,19961,0,1555416,28,-0.193546938,-0.019463863,0.583192905,0.126700744
0,3,10.7,219406,0,191356,157833,5409,0,435651,35,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,7,14.4,238062,2,244552,153387,16595,1,1508600,37,-0.193546938,-0.019463863,0.583192905,0.126700744
0,13,15,683914,0,86174,165965,4317,0,558201,39,0.092368046,0.248929095,-0.235664764,-0.1128066
0,4,8.8,108086,0,85998,66462,1904,0,388493,39,0.180264064,-0.212403717,-0.235664764,0.126700744
0,7,10.3,120956,0,170390,75525,8781,0,949335,28,-0.193546938,-0.212403717,-0.235664764,0.126700744
0,14,18.6,996204,0,107360,17214,3484,0,927105,35,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,13,14.5,563574,0,99999999,234593,23349,0,1867966,30,0.180264064,-0.019463863,-0.235664764,0.126700744
0,26,17.8,918434,0,223168,236379,20567,0,1252784,29,-0.193546938,0.248929095,0.583192905,0.013849095
0,11,10,288222,0,99999999,96824,11271,0,520182,30,0.180264064,-0.019463863,-0.235664764,0.013849095
0,9,18.1,1197482,0,608630,698079,14445,1,1256128,47,0.092368046,-0.019463863,0.583192905,-0.1128066
0,6,16.8,253440,0,66396,15979,1452,0,1135479.105,30,0.180264064,0.248929095,-0.235664764,0.013849095
0,15,50.6,1180388,0,439912,486267,15514,0,949810,71,-0.193546938,-0.019463863,0.583192905,0.126700744
0,9,16.2,790548,3,220682,350246,14135,0,848122,68,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,13,14.2,758274,0,292754,207594,19277,0,2353264,16,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,10,18.2,304920,0,130372,110086,12584,1,539334,24,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,11,21,234278,0,106238,168739,22467,0,1859340,13,0.180264064,-0.019463863,-0.235664764,0.126700744
0,12,14.6,283030,0,217668,191881,26083,0,1691874,41,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,7,16.2,386012,1,354706,223364,7952,0,1531704,38,0.092368046,-0.019463863,-0.235664764,0.126700744
0,7,21,354530,0,293040,172995,4250,1,964098,39,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,6,14.3,217646,1,358820,147744,17432,0,1743174,49,0.180264064,-0.019463863,-0.235664764,0.126700744
0,9,23.8,1037124,0,99999999,661029,31507,0,3017371,30,-0.193546938,-0.212403717,-0.235664764,-0.1128066
0,13,8.9,110198,0,108020,58159,22223,1,980228.6452,25,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,7,18,0,0,360162,0,9838,0,1338474,48,0.180264064,-0.019463863,-0.235664764,0.126700744
0,14,13.6,345334,0,286066,202502,17333,0,1045209,33,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,21,17.4,2575518,0,388520,82308,27239,1,3113036,41,0.180264064,0.248929095,-0.235664764,0.013849095
0,3,32.5,130592,0,261184,106799,6332,0,1033828,31,0.180264064,0.248929095,0.583192905,0.013849095
0,9,13.5,863500,0,104302,202844,7713,0,608095,32,-0.193546938,-0.212403717,-0.235664764,0.013849095
0,7,5.8,258896,0,121968,30400,1726,0,1170731.588,24,0.180264064,-0.019463863,-0.235664764,0.013849095
0,11,22.4,621258,0,99999999,483968,17237,0,944471,80,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,7,32.5,351406,0,165198,198797,23251,1,1031805.581,27,0.092368046,0.248929095,-0.235664764,0.126700744
0,16,32,930578,0,459734,299763,21578,0,1700769.717,60,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,4,12,70070,1,78782,45315,4517,1,1010799.572,17,0.092368046,-0.019463863,0.583192905,0.126700744
0,19,14,501556,0,265232,114779,23877,0,1813493,6,0.180264064,-0.019463863,-0.235664764,0.013849095
0,13,16.8,786214,0,218350,183331,14730,1,690194,13,0.180264064,-0.019463863,0.583192905,0.013849095
0,11,35,1300332,0,161414,737827,23235,0,1115262,19,-0.193546938,-0.212403717,-0.235664764,0.013849095
0,12,15,867350,0,436788,448685,29424,0,2716031,0,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,17,372834,1,99999999,133304,9653,0,1135668,30,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,11,17.4,551540,0,217206,378689,38932,1,1594499,25,-0.193546938,-0.019463863,0.583192905,0.126700744
0,15,10.3,711832,0,542630,162298,23609,1,1517988.698,31,-0.193546938,-0.019463863,0.583192905,-0.1128066
0,15,18.4,594418,1,753830,183274,14583,1,1764353.476,54,-0.193546938,-0.019463863,0.583192905,-0.1128066
0,5,24.6,264000,1,209418,69312,13981,0,1224626,15,0.180264064,-0.019463863,-0.235664764,0.126700744
0,4,31,299046,0,223102,233472,20800,0,1965322,29,0.180264064,-0.019463863,-0.235664764,0.013849095
0,14,9,410762,0,133166,259673,22809,0,1150032,31,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,12,17.5,1252988,0,55946,373331,8882,0,1136743.361,21,0.092368046,-0.019463863,-0.235664764,0.126700744
0,13,13.5,739354,0,222552,213275,14242,0,691942,53,0.180264064,-0.019463863,-0.235664764,0.013849095
0,11,13.6,275572,1,115016,58064,8916,0,1938190,41,0.180264064,-0.019463863,-0.235664764,0.013849095
0,8,11.5,0,0,138094,48545,14130,0,1162744.474,45,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,7,19.4,1347544,0,536492,629603,14069,0,1061834,36,0.180264064,-0.019463863,0.583192905,0.126700744
0,12,15.9,326942,0,180356,253270,12694,1,934534,32,0.180264064,-0.019463863,-0.235664764,0.126700744
0,10,26.1,575190,0,234806,348232,9369,1,2397097,76,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,12,26.5,603702,0,628474,252871,26568,0,1235741,7,-0.193546938,-0.019463863,0.583192905,0.126700744
0,8,15.5,624052,0,250096,363793,16534,1,642105,48,0.180264064,-0.019463863,-0.235664764,0.126700744
2,6,22,283118,0,526636,229843,61905,1,1514787.127,81,0.180264064,-0.019463863,0.583192905,-0.1128066
0,11,33,440792,0,178244,157605,8586,1,673455,30,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,14,30.7,789954,0,231286,558752,12738,0,1212999.661,53,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,31.1,537812,0,442772,418038,21924,1,1529576,11,-0.193546938,-0.019463863,0.583192905,0.126700744
0,12,14.3,518584,0,515680,308598,20809,0,1700769.717,15,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,13,16.3,936298,0,664356,667907,51798,0,2390675,22,-0.193546938,-0.019463863,0.583192905,0.126700744
0,19,14.8,436744,0,260458,170487,14996,0,1405905,26,0.180264064,-0.019463863,-0.235664764,0.013849095
0,11,14.2,503448,0,218790,395675,23249,0,1445501,25,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,9,12.1,503580,0,376640,232237,14353,0,807861,25,-0.193546938,-0.212403717,0.583192905,-0.1128066
0,5,17.3,197098,1,262988,115748,12656,1,1287098,61,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,25,842094,0,301840,219640,17024,1,773832,13,-0.193546938,-0.019463863,-0.235664764,-0.1128066
1,8,16.8,531256,1,304920,128478,4515,0,1534896,72,-0.193546938,-0.212403717,-0.235664764,0.126700744
0,7,8.2,160072,0,438592,95798,13889,0,1515136,22,0.180264064,-0.019463863,-0.235664764,0.126700744
0,9,17.4,152460,0,348172,70433,6262,0,1578596,9,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,16,18.2,619828,0,215160,253745,20663,0,1783872,53,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,12,15.3,1210396,0,309232,418133,23325,0,1817502,34,-0.193546938,-0.212403717,0.583192905,-0.68396445
0,12,19.9,1656314,0,193930,530689,14054,1,1042321.872,57,0.092368046,-0.019463863,-0.235664764,-0.1128066
0,16,8,524150,0,244992,216828,12370,0,706876,56,0.092368046,-0.019463863,-0.235664764,0.126700744
0,12,26.6,270138,0,268444,150936,18984,0,850041,62,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,6,17,285780,0,132990,211755,24962,1,1032095.146,40,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,5,19.6,310970,0,533126,270978,15765,0,2733758,10,-0.193546938,-0.019463863,0.583192905,0.126700744
0,5,8.9,88308,0,99999999,22876,6504,0,654227,30,0.180264064,-0.019463863,-0.235664764,0.126700744
0,10,15.4,842050,0,647526,437779,26004,0,2516531,40,0.180264064,-0.019463863,-0.235664764,0.013849095
0,7,18.8,932822,0,90244,709745,10733,0,1133826.662,3,-0.193546938,0.248929095,-0.235664764,-0.1128066
0,8,25.2,282040,1,99999999,131784,9355,0,863550,8,0.180264064,0.248929095,-0.235664764,0.126700744
0,7,8.6,189794,0,99999999,76057,6874,0,571254,30,0.180264064,-0.019463863,-0.235664764,0.126700744
0,25,15.8,750112,0,254694,277913,16306,1,1313242,13,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,10,13.1,227964,1,303006,103759,12371,0,1279745,25,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,8,15,356422,0,278696,169309,16503,1,1164909,54,-0.193546938,-0.019463863,0.583192905,0.126700744
0,11,10.7,479534,0,239646,227791,19192,0,1505256,6,0.180264064,-0.019463863,-0.235664764,0.013849095
0,9,8.2,387728,0,211750,142994,9527,0,541842,53,0.180264064,-0.019463863,-0.235664764,0.013849095
0,9,7.8,48664,0,66352,29203,11171,0,930943,30,0.180264064,-0.212403717,-0.235664764,0.013849095
0,8,10.7,276122,0,39402,119244,10789,0,775257,38,0.180264064,0.248929095,-0.235664764,0.013849095
0,13,15,493746,0,315744,204668,32312,0,1420307,27,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,12,10.8,1837616,0,443212,766536,43062,0,7655480,34,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,9,10.5,697026,0,536074,437646,30994,0,1543256,14,0.180264064,-0.019463863,-0.235664764,0.013849095
0,7,15.1,193732,0,262570,95380,10205,1,1112062.029,5,-0.193546938,-0.019463863,0.583192905,-0.1128066
0,8,17.9,461406,0,107118,312417,15669,0,1137604.879,40,0.180264064,-0.019463863,-0.235664764,0.013849095
0,11,21.9,575432,0,223828,482068,22423,0,1159836,46,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,13,27.9,773322,0,108658,136914,18766,1,1592580,74,0.180264064,0.248929095,-0.235664764,0.126700744
0,8,6.5,389092,0,200090,153900,7987,1,998374,62,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,14,23.3,426294,0,178464,266171,64840,0,1192503.766,12,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,4,8.7,363990,0,42900,246126,6917,1,935169.6005,48,0.180264064,-0.212403717,-0.235664764,0.013849095
0,12,10.2,530794,0,132770,281922,30396,1,1051175,40,0.180264064,-0.019463863,-0.235664764,0.013849095
0,17,15.7,912472,0,751916,289218,42775,0,2950016,14,-0.193546938,-0.019463863,0.583192905,0.126700744
0,10,16.7,307582,4,418858,137066,17295,1,3034224,30,0.180264064,-0.019463863,0.583192905,-0.1128066
0,10,15.6,137324,1,230428,48507,24493,0,1224626,38,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,6,14,326018,0,171754,161329,12732,1,741684,72,0.180264064,-0.019463863,-0.235664764,0.013849095
0,7,19.2,499246,0,217074,310004,5568,0,1287668.434,59,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,9,15.5,55858,0,99999999,33193,17193,0,964098,30,0.092368046,0.248929095,-0.235664764,0.013849095
0,6,16,338646,0,99999999,287489,7520,0,968240,48,0.180264064,-0.019463863,0.583192905,0.126700744
0,14,16.5,699534,0,330264,399342,18825,1,912722,15,0.180264064,-0.019463863,-0.235664764,0.126700744
0,10,22.9,2457312,0,449856,1740229,43083,0,1696213.177,36,-0.193546938,-0.019463863,0.583192905,0.013849095
0,9,15.6,92774,1,103048,26448,5138,1,780482,38,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,14,12.1,936166,0,99999999,455183,29234,0,2277948,30,0.180264064,-0.019463863,-0.235664764,0.126700744
0,10,20,161150,0,479248,74176,19610,1,1994259,16,-0.193546938,-0.212403717,0.583192905,0.126700744
0,13,13,603504,0,99999999,264252,6888,0,1058376,40,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,16,16.5,461428,0,323620,137883,6374,1,1033695,29,-0.193546938,-0.019463863,0.583192905,-0.68396445
1,9,19,345554,0,217426,163837,28746,0,1512932,16,0.180264064,-0.019463863,-0.235664764,-0.68396445
0,2,14.7,221562,0,265826,87058,8638,0,1339177,30,0.180264064,-0.019463863,0.583192905,0.013849095
0,6,22,494428,0,22176,298908,10950,0,1780433,43,-0.193546938,0.248929095,-0.235664764,-0.1128066
0,15,18.9,1127896,0,674124,716946,38466,1,1377861,74,-0.193546938,-0.019463863,0.583192905,0.126700744
0,9,10,159566,0,516890,116717,14886,0,1700769.717,30,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,7,32.3,366762,0,545996,156465,25534,1,1791833,6,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,5,12.1,92004,0,112244,55613,15024,1,969285,17,0.180264064,-0.019463863,-0.235664764,0.126700744
0,10,18.4,304260,0,111760,94867,22586,0,1290605.01,25,0.180264064,-0.019463863,-0.235664764,0.013849095
0,12,14.6,372724,0,184272,264936,18646,0,2071817,37,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,10,19.5,314138,0,386298,185839,18199,0,929290,10,-0.193546938,-0.212403717,-0.235664764,0.126700744
0,21,14.4,1255892,0,474606,393718,29267,0,1350786,47,0.180264064,-0.019463863,0.583192905,0.013849095
0,15,26.8,925496,0,345356,570703,38368,0,1950901,7,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,14,19.8,375628,1,428362,211185,14439,1,1323641.472,36,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,14,17.9,5788684,0,781176,2759617,48068,0,5493527,22,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,5,13.4,114862,0,157674,92340,3558,0,1180251.589,22,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,15,12.4,436656,0,347952,306584,25308,1,1191940.553,83,0.180264064,-0.019463863,-0.235664764,0.013849095
0,8,18,270578,1,212762,138339,14435,0,957030,12,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,7,11.7,281710,0,281908,135280,9767,1,786581,22,0.180264064,-0.019463863,0.583192905,0.126700744
0,18,17.7,747516,0,532224,415758,42230,0,1706642.512,54,-0.193546938,-0.019463863,0.583192905,0.126700744
0,13,10,276892,0,101354,81795,11670,0,622402,20,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,20,29.1,847858,0,330704,672923,26806,0,1423347,61,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,12,11,354860,0,267740,176225,9177,0,867141,43,0.092368046,-0.019463863,-0.235664764,-0.1128066
0,9,9.6,654544,0,192918,435822,13416,1,600704,58,0.180264064,-0.019463863,-0.235664764,0.126700744
0,13,12.5,344058,0,216238,200279,7395,0,1236189.471,14,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,15,9.5,1343870,0,152438,406220,40550,0,1214249.986,42,-0.193546938,0.248929095,-0.235664764,-0.1128066
0,14,21.8,731610,0,168872,116261,30042,0,1181769.019,54,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,9,13.9,298738,0,225720,134938,7182,0,868832,34,-0.193546938,-0.212403717,0.583192905,0.126700744
0,8,15,369446,0,335852,223668,16502,0,947473,38,0.092368046,-0.019463863,-0.235664764,0.126700744
0,16,17.2,505010,0,218680,289598,14799,1,1078733.339,12,0.180264064,-0.019463863,0.583192905,0.013849095
0,16,7.6,758758,0,215160,172995,5149,0,1232191.816,20,0.180264064,-0.019463863,-0.235664764,0.126700744
0,15,12.7,727760,0,336534,127585,11243,0,2131382,20,0.180264064,0.248929095,-0.235664764,-0.1128066
0,14,9.2,602712,0,314270,93689,19738,0,1430274.426,22,0.180264064,-0.019463863,0.583192905,0.013849095
0,12,18.7,335984,1,153604,170924,9783,0,663271,29,0.092368046,-0.019463863,-0.235664764,0.126700744
0,8,15.9,686092,0,270622,292125,6710,0,860301,28,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,20,13.5,983664,0,447260,280345,14539,1,1441764.611,36,0.092368046,-0.019463863,-0.235664764,-0.1128066
0,9,7.9,262504,0,199166,216733,13165,0,576555,33,0.180264064,-0.019463863,-0.235664764,0.126700744
0,9,15.3,219934,0,615934,184053,26027,1,2279772,46,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,11,26.8,389070,0,447348,309491,27373,0,2105580,64,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,11,5.5,433598,0,184558,103740,10626,0,468787,53,0.092368046,-0.019463863,-0.235664764,0.126700744
0,11,25,1085678,0,587642,496945,43251,1,2218003,38,0.092368046,-0.019463863,0.583192905,0.126700744
0,6,13.4,237336,0,332816,171152,14385,0,1245507,20,0.180264064,-0.019463863,0.583192905,-0.1128066
0,3,11.8,135806,0,21560,60648,1585,0,1136231.776,40,0.180264064,0.248929095,-0.235664764,0.126700744
0,13,11.5,419474,0,336050,82593,25636,0,1160862,55,0.180264064,-0.019463863,-0.235664764,0.126700744
0,17,34.1,3098150,0,99999999,973959,35417,0,3663789,30,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,11,16.4,524282,0,99999999,255835,40385,0,3616593,19,0.180264064,0.248929095,-0.235664764,-0.1128066
0,7,23.4,3446344,0,314534,59527,3279,0,1430274.426,8,-0.193546938,-0.212403717,-0.235664764,-0.68396445
0,5,9,204424,0,32582,3002,236,0,225112,35,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,10,14.9,657052,1,169752,353514,17965,1,767220,11,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,7,25.6,450516,0,443564,288306,25404,0,1762155,35,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,8,12.6,94644,1,205986,34010,11494,1,679440,71,0.092368046,-0.019463863,-0.235664764,-0.1128066
0,9,17.7,128106,0,336952,106761,17746,1,1717353,55,-0.193546938,-0.019463863,0.583192905,0.013849095
0,5,16,248974,1,259908,128155,9920,1,804346,45,0.180264064,-0.019463863,-0.235664764,0.013849095
0,7,17.8,259468,1,156860,36746,16354,0,1180776.99,22,0.180264064,-0.019463863,-0.235664764,0.126700744
0,16,18.6,519464,0,108240,221616,7590,0,785156,58,0.180264064,-0.019463863,-0.235664764,0.013849095
0,6,12.5,327426,0,134640,93309,9145,0,1453500,27,-0.193546938,0.248929095,-0.235664764,-0.1128066
0,8,8,388784,0,288178,237044,17288,0,765529,43,0.180264064,-0.019463863,0.583192905,-0.1128066
0,17,20,2242240,0,551100,1518195,33939,0,2132256,14,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,4,18.7,172722,0,64790,146186,19270,0,1133676.531,31,0.180264064,-0.019463863,-0.235664764,0.126700744
0,8,14,349756,0,224202,165224,15126,0,1260588.987,53,0.180264064,-0.019463863,-0.235664764,0.126700744
0,19,20.6,3206060,1,99999999,1281987,12236,0,1664799,30,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,18,16.8,562826,1,318956,182761,20747,0,1817274,39,0.180264064,-0.019463863,-0.235664764,0.126700744
0,5,22.1,184932,0,180268,70110,7101,0,2821671,71,-0.193546938,-0.212403717,-0.235664764,-0.1128066
0,18,31.7,769296,0,261514,511575,28034,1,1117985.513,36,0.180264064,-0.019463863,-0.235664764,0.126700744
0,17,20.1,768372,0,216150,152627,6254,0,933375,45,0.180264064,-0.019463863,-0.235664764,0.126700744
0,8,19.8,206844,0,377652,159334,20385,0,1747278,42,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,13,15.1,403150,0,198220,264271,14704,0,969475,29,0.180264064,-0.019463863,-0.235664764,0.013849095
0,10,16.9,868208,0,559174,465633,23716,0,1221415,27,-0.193546938,-0.019463863,0.583192905,0.126700744
0,4,14.5,161392,1,339636,22306,2081,0,895071,17,0.180264064,-0.212403717,-0.235664764,0.126700744
0,12,9.9,471438,0,394020,280535,14217,1,907440,35,0.180264064,-0.019463863,-0.235664764,0.126700744
0,7,21.7,341462,0,110198,169860,12715,0,1189799.913,16,0.180264064,-0.019463863,-0.235664764,0.013849095
0,25,21.9,2687762,0,469106,1274368,50254,1,2451418,67,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,19,17.7,645260,0,385264,270275,17603,1,1045741,11,0.092368046,-0.019463863,0.583192905,0.013849095
0,16,9.8,1356564,0,195206,474487,11977,0,493905,10,0.180264064,-0.019463863,-0.235664764,-0.68396445
0,16,30.5,729982,0,446996,436905,38402,1,1431156,11,0.180264064,-0.019463863,-0.235664764,0.126700744
3,10,16,543906,1,296120,37582,11103,1,1118054.726,26,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,20.9,514866,1,99999999,372172,29614,0,1692235,30,0.180264064,-0.019463863,-0.235664764,0.126700744
0,15,14.6,477312,0,218790,244036,19530,0,1229489.199,25,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,11,17.5,1024650,0,400906,544236,23501,0,2073603,23,-0.193546938,0.248929095,0.583192905,0.126700744
0,11,20.5,1762860,0,301400,51756,5452,0,1580439,44,0.180264064,-0.212403717,0.583192905,0.126700744
0,13,15.9,882970,0,216942,469737,26711,0,1704965,24,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,7,12.5,225170,0,222860,146433,9662,0,577410,32,0.180264064,-0.019463863,-0.235664764,0.013849095
0,8,20.8,205062,0,162206,60382,29234,0,1420288,66,0.180264064,0.248929095,-0.235664764,-0.1128066
0,9,27.1,173140,0,153318,111853,29992,0,1188757.932,29,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,10,14,371272,0,434456,268052,8989,0,938030,14,0.180264064,-0.019463863,0.583192905,-0.1128066
0,13,22.5,3738042,0,343244,129124,17647,0,1468041.468,21,-0.193546938,-0.019463863,-0.235664764,0.013849095
0,6,11,558734,0,216656,160208,19987,1,1101629.83,36,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,9.5,296604,0,134662,61997,16282,0,814112,25,-0.193546938,-0.019463863,-0.235664764,-0.68396445
0,7,18.7,317306,0,303050,192375,18487,0,1408209.681,25,0.180264064,-0.019463863,-0.235664764,0.126700744
0,10,17.6,174966,1,64812,76304,11285,0,1772510,41,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,10,12,1017500,0,393668,184528,9777,0,953838,22,-0.193546938,-0.019463863,-0.235664764,-0.1128066
0,14,13.2,718014,0,259556,362767,19226,1,2335100,28,0.180264064,0.248929095,-0.235664764,-0.1128066
0,12,11.7,208692,0,86108,117325,10059,0,948176,39,0.180264064,-0.212403717,-0.235664764,0.126700744
0,10,10,22000,0,175956,19266,10448,1,733172,30,0.180264064,-0.019463863,-0.235664764,0.126700744
0,12,16,424974,0,267168,237101,18664,0,999856,66,0.180264064,-0.019463863,-0.235664764,0.126700744
0,23,16.4,1413698,0,330198,422427,35615,1,1520912,15,0.180264064,-0.019463863,-0.235664764,0.126700744
0,11,18,1168706,0,244486,180671,12071,0,2111527,60,0.180264064,-0.019463863,-0.235664764,-0.1128066
0,15,31.4,1447270,0,559680,899935,49432,0,5703648,27,-0.193546938,-0.019463863,0.583192905,0.126700744
0,12,16.8,1561406,0,548636,865735,26549,1,1511155.601,48,0.180264064,-0.019463863,0.583192905,-0.68396445
0,11,25.9,2623500,0,99999999,713716,20994,0,1584486,30,-0.193546938,-0.019463863,-0.235664764,0.126700744
0,11,22.4,1036684,0,402732,209513,6844,0,1433265,14,0.092368046,-0.019463863,-0.235664764,0.126700744
